Course_name,Inst_Name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,City
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,20969.0,22975.0,KARAMSAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,13168.0,19924.0,KARAMSAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,27013.0,38163.0,KARAMSAD
CIVIL ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,28170.0,30712.0,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,9226.0,10278.0,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,5077.0,9064.0,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,23275.0,23645.0,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,9920.0,19338.0,KARAMSAD
COMPUTER ENGINEERING - TFWS,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,3381.0,3381.0,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,27984.0,31356.0,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,10560.0,26970.0,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,34381.0,34381.0,KARAMSAD
"COMPUTER SCIENCE &
DESIGN - TFW","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,7625.0,7625.0,KARAMSAD
ELECTRICAL ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,25801.0,34272.0,KARAMSAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,16138.0,35117.0,KARAMSAD
"FOOD PROCESSING
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,12159.0,50523.0,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,15948.0,17417.0,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,10671.0,15751.0,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,30715.0,30715.0,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,20295.0,35209.0,KARAMSAD
INFORMATION TECHNOLOGY - TFWS,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,4869.0,7257.0,KARAMSAD
"MECHANICAL
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,17167.0,34902.0,KARAMSAD
"INFORMATION &
COMMUNICATION TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING
SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",EWS,GUJCET Based,Self-Finance,9010.0,9777.0,AHMEDABAD
"INFORMATION &
COMMUNICATION TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING
SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SC,GUJCET Based,Self-Finance,18098.0,18098.0,AHMEDABAD
"INFORMATION & COMMUNICATION
TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST),
AHMEDABAD",GEN,GUJCET Based,Self-Finance,5752.0,8940.0,AHMEDABAD
"INFORMATION & COMMUNICATION
TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST),
AHMEDABAD",SEBC,GUJCET Based,Self-Finance,15530.0,22043.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",ESM,GUJCET Based,Self-Finance,27529.0,27529.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",EWS,GUJCET Based,Self-Finance,6375.0,7304.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",GEN,GUJCET Based,Self-Finance,3572.0,5674.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SC,GUJCET Based,Self-Finance,14324.0,14324.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SEBC,GUJCET Based,Self-Finance,6421.0,14117.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",TFWs,GUJCET Based,Self-Finance,1856.0,1856.0,AHMEDABAD
BIOTECHNOLOGY,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,18203.0,50183.0,AHMEDABAD
CIVIL ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,26707.0,36957.0,AHMEDABAD
COMPUTER ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,6950.0,38632.0,AHMEDABAD
COMPUTER SCIENCE & BIOSCIENCES,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,5441.0,5441.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,9917.0,31017.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING - TFWS,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,TFWs,GUJCET Based,Self-Finance,11627.0,18374.0,AHMEDABAD
ELECTRICAL ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,38722.0,38722.0,AHMEDABAD
INFORMATION TECHNOLOGY,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,22699.0,39354.0,AHMEDABAD
"ARTIFICIAL
INTELLIGENCE(AI) AND MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",EWS,GUJCET Based,Self-Finance,33271.0,33719.0,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,18434.0,32111.0,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",SC,GUJCET Based,Self-Finance,39300.0,39300.0,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,37180.0,50490.0,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,12638.0,12638.0,AHMEDABAD
CIVIL ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,33848.0,33848.0,AHMEDABAD
COMPUTER ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,8604.0,50297.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,11660.0,39734.0,AHMEDABAD
"COMPUTER SCIENCE & ENGINEERING (DATA
SCIENCE)","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,5524.0,36883.0,AHMEDABAD
ELECTRICAL ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,50253.0,50637.0,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,20473.0,39072.0,AHMEDABAD
"INFORMATION
TECHNOLOGY","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,15947.0,36502.0,AHMEDABAD
"INFORMATION
TECHNOLOGY - TFWS","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,9632.0,10226.0,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,12394.0,12394.0,AHMEDABAD
"CHEMICAL AND ENVIRONMENTAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,22809.0,22809.0,AHMEDABAD
"CHEMICAL AND
ENVIRONMENTAL ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,12920.0,17482.0,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",ESM,GUJCET Based,Self-Finance,20879.0,20879.0,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,5047.0,6856.0,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,2981.0,4798.0,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SC,GUJCET Based,Self-Finance,8749.0,8749.0,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,7051.0,18144.0,AHMEDABAD
"ELECTRICAL AND ELECTRONICS
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,6841.0,9268.0,AHMEDABAD
ELECTRICAL AND ELECTRONICS ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,23303.0,28594.0,AHMEDABAD
MECHANICAL ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,23276.0,23276.0,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,7803.0,12781.0,AHMEDABAD
MECHANICAL ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",SC,GUJCET Based,Self-Finance,50451.0,50451.0,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,22129.0,37604.0,AHMEDABAD
"COMPUTER ENGINEERING -
TFWS","AMRUT INSTITUTE, JUNAGADH",TFWs,GUJCET Based,Self-Finance,30384.0,30384.0,JUNAGADH
"MECHANICAL
ENGINEERING - TFWS","AMRUT INSTITUTE, JUNAGADH",TFWs,GUJCET Based,Self-Finance,30824.0,30824.0,JUNAGADH
COMPUTER ENGINEERING,"APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD",GEN,GUJCET Based,Self-Finance,35841.0,39684.0,AHMEDABAD
"INFORMATION
TECHNOLOGY","APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD",GEN,GUJCET Based,Self-Finance,12942.0,33883.0,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI",GEN,GUJCET Based,Self-Finance,16109.0,50559.0,BARDOLI
"INFORMATION
TECHNOLOGY","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI",GEN,GUJCET Based,Self-Finance,21458.0,38887.0,BARDOLI
COMPUTER ENGINEERING,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,35234.0,35234.0,BARDOLI
COMPUTER ENGINEERING (SOFTWARE ENGINEERING),ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,31418.0,31418.0,BARDOLI
COMPUTER SCIENCE & ENGINEERING - M.TECH INTEGRATED,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,50385.0,50385.0,BARDOLI
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,6111.0,50220.0,BARDOLI
COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY) - TFWS,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,TFWs,GUJCET Based,Self-Finance,9761.0,9761.0,BARDOLI
COMPUTER ENGINEERING,"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING
AND TECHNOLOGY, RAJKOT",GEN,GUJCET Based,Self-Finance,4286.0,38529.0,RAJKOT
CIVIL ENGINEERING,"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",GEN,GUJCET Based,Self-Finance,29459.0,29459.0,RAJKOT
"COMPUTER SCIENCE &
ENGINEERING","B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY ,
RAJKOT",GEN,GUJCET Based,Self-Finance,29068.0,29068.0,RAJKOT
COMPUTER ENGINEERING,"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",GEN,GUJCET Based,Self-Finance,28766.0,28766.0,RAJKOT
CHEMICAL ENGINEERING,"BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,32154.0,32154.0,SURAT
COMPUTER ENGINEERING,"BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,29902.0,34402.0,SURAT
"INFORMATION
TECHNOLOGY","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,26274.0,50052.0,SURAT
"PHARMACEUTICAL
ENGINEERING","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,15473.0,50181.0,SURAT
CIVIL ENGINEERING,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT",GEN,GUJCET Based,Self-Finance,38430.0,38430.0,SURAT
COMPUTER ENGINEERING,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT",GEN,GUJCET Based,Self-Finance,16297.0,38853.0,SURAT
COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",GEN,GUJCET Based,Self-Finance,39694.0,39694.0,SURAT
COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,27671.0,27671.0,SURAT
COMPUTER ENGINEERING (DATA SCIENCE),"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",GEN,GUJCET Based,Self-Finance,26888.0,34045.0,SURAT
COMPUTER ENGINEERING (DATA SCIENCE) - TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,17987.0,17987.0,SURAT
"INFORMATION & COMMUNICATION
TECHNOLOGY - TFWS","BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,19487.0,36979.0,SURAT
MECHANICAL ENGINEERING (ELECTRIC VEHICLE)-TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,39925.0,39925.0,SURAT
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,23532.0,26052.0,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,5998.0,20587.0,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,GUJCET Based,Govt / GIA,28411.0,36070.0,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,37474.0,37474.0,NAGAR
CIVIL ENGINEERING - TFWS,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",TFWs,GUJCET Based,Govt / GIA,5460.0,5460.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,833.0,1307.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,1862.0,1970.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,28929.0,29085.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,JEE Based,Govt / GIA,901296.0,901296.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,JEE Based,Govt / GIA,901581.0,901581.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,9241.0,12335.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,15432.0,16318.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,38255.0,38255.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,JEE Based,Govt / GIA,904983.0,904983.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,JEE Based,Govt / GIA,906984.0,906984.0,NAGAR
"ELECTRICAL ENGINEERING -
TFWS","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",TFWs,GUJCET Based,Govt / GIA,7715.0,7715.0,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,8469.0,9224.0,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,GUJCET Based,Govt / GIA,26620.0,38995.0,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,14077.0,14905.0,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,JEE Based,Govt / GIA,911364.0,911364.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ESM,GUJCET Based,Govt / GIA,34014.0,34014.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,12879.0,12879.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,14039.0,16285.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,JEE Based,Govt / GIA,902071.0,902071.0,NAGAR
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,33726.0,39608.0,NAGAR
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,JEE Based,Govt / GIA,912453.0,990117.0,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,24594.0,25975.0,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",SEBC,JEE Based,Govt / GIA,911537.0,911537.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,JEE Based,Govt / GIA,900863.0,900863.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ST,JEE Based,Govt / GIA,910637.0,910637.0,NAGAR
COMPUTER ENGINEERING - TFWS,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",TFWs,JEE Based,Govt / GIA,901112.0,901112.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,14102.0,17115.0,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,JEE Based,Govt / GIA,901744.0,901744.0,NAGAR
ELECTRONICS ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,2287.0,8417.0,NAGAR
MECHANICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,7481.0,11123.0,NAGAR
MECHANICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ST,GUJCET Based,Govt / GIA,38364.0,38364.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",ESM,GUJCET Based,Self-Finance,17771.0,17771.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",EWS,GUJCET Based,Self-Finance,2616.0,3059.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,1517.0,2556.0,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,2885.0,4655.0,NAGAR
"COMPUTER ENGINEERING -
TFWS","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",TFWs,GUJCET Based,Self-Finance,1414.0,1414.0,NAGAR
"INFORMATION
TECHNOLOGY","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,2875.0,4335.0,NAGAR
"INFORMATION
TECHNOLOGY","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,4666.0,8431.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",EWS,GUJCET Based,Self-Finance,17393.0,18352.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,12091.0,17282.0,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,23877.0,24953.0,NAGAR
